gender,age,race,samerace,importance_same_race,importance_same_religion,field,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_intelligence_o,d_funny_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,d_like,d_guess_prob_liked,met,decision,match,d_ambitous_o
male,22,European/Caucasian-American,1,5,7,math,6,4,8,9,9,9,[6-8],[9-10],[9-10],18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],8,7,7,7,5,5,[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[6-8],-0.21,3,?,5,7,5,[6-8],[5-6],0,1,1,[9-10]
male,22,European/Caucasian-American,1,5,7,math,6,7,8,6,7,6,[6-8],[6-8],[6-8],18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],5,7,6,6,6,5,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[6-8],0.72,3,?,5,4,4,[0-5],[0-4],0,0,0,[6-8]
male,22,European/Caucasian-American,1,5,7,math,8,10,10,10,10,10,[9-10],[9-10],[9-10],18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],4,6,6,5,5,5,[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[6-8],-0.5,3,?,5,4,4,[0-5],[0-4],0,0,0,[9-10]
male,22,European/Caucasian-American,0,5,7,math,6,8,8,8,4,5,[6-8],[6-8],[0-5],18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],5,7,5,6,6,4,[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[6-8],0.03,3,?,5,4,4,[0-5],[0-4],0,0,0,[0-5]
male,22,European/Caucasian-American,0,5,7,math,7,9,9,5,8,2,[9-10],[0-5],[0-5],18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],5,8,5,7,6,5,[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[6-8],-0.34,3,?,5,5,4,[0-5],[0-4],0,0,0,[6-8]
male,22,European/Caucasian-American,1,5,7,math,8,7,8,9,6,10,[6-8],[9-10],[9-10],18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],9,8,7,8,7,7,[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[6-8],0.09,3,?,5,8,6,[6-8],[5-6],0,1,1,[6-8]
male,22,European/Caucasian-American,0,5,7,math,5,8,8,6,7,7,[6-8],[6-8],[6-8],18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],5,5,5,5,5,5,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[6-8],-0.15,3,?,5,5,3,[0-5],[0-4],0,0,0,[6-8]
male,22,European/Caucasian-American,1,5,7,math,9,9,10,9,9,7,[9-10],[9-10],[6-8],18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],6,7,6,7,6,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[6-8],0.54,3,?,5,7,4,[6-8],[0-4],0,1,1,[9-10]
male,22,European/Caucasian-American,1,5,7,math,3,8,8,4,8,6,[6-8],[0-5],[6-8],18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],6,7,7,8,7,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[6-8],-0.13,3,?,5,6,5,[6-8],[5-6],0,1,0,[6-8]
male,22,European/Caucasian-American,0,5,7,math,6,9,10,9,9,7,[9-10],[9-10],[6-8],18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],7,7,7,7,7,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[6-8],-0.15,3,?,5,6,5,[6-8],[5-6],0,1,1,[9-10]
male,22,European/Caucasian-American,0,5,7,math,5,6,5,6,5,6,[0-5],[6-8],[6-8],18.37,18.37,20.41,20.41,16.33,6.12,7,9,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],7,8,8,8,8,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[6-8],0.49,3,?,5,7,6,[6-8],[5-6],0,1,0,[0-5]
female,29,'Asian/Pacific Islander/Asian-American',0,1,1,'International Affairs/Finance',8,10,10,8,6,7,[9-10],[6-8],[6-8],9.52,23.81,16.67,16.67,16.67,16.67,9,10,8,8,6,[9-10],[9-10],[6-8],[6-8],[6-8],5,6,6,6,6,6,[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[9-10],[6-8],[0-5],0.34,5,?,4,6,6,[6-8],[5-6],0,1,1,[6-8]
female,29,'Asian/Pacific Islander/Asian-American',1,1,1,'International Affairs/Finance',6,6,7,6,5,8,[6-8],[6-8],[6-8],9.52,23.81,16.67,16.67,16.67,16.67,9,10,8,8,6,[9-10],[9-10],[6-8],[6-8],[6-8],5,5,5,5,5,?,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[9-10],[6-8],[0-5],0.48,5,?,4,5,5,[0-5],[5-6],0,0,0,[0-5]
female,29,'Asian/Pacific Islander/Asian-American',0,1,1,'International Affairs/Finance',4,5,5,5,5,5,[0-5],[0-5],[0-5],9.52,23.81,16.67,16.67,16.67,16.67,9,10,8,8,6,[9-10],[9-10],[6-8],[6-8],[6-8],5,5,5,5,5,5,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[9-10],[6-8],[0-5],0.51,5,?,4,7,7,[6-8],[7-10],0,1,0,[0-5]
female,29,'Asian/Pacific Islander/Asian-American',0,1,1,'International Affairs/Finance',5,8,7,5,5,4,[6-8],[0-5],[0-5],9.52,23.81,16.67,16.67,16.67,16.67,9,10,8,8,6,[9-10],[9-10],[6-8],[6-8],[6-8],5,5,5,5,5,5,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[9-10],[6-8],[0-5],0.22,5,?,4,7,7,[6-8],[7-10],0,1,0,[0-5]
female,29,'Asian/Pacific Islander/Asian-American',0,1,1,'International Affairs/Finance',5,8,7,6,6,8,[6-8],[6-8],[6-8],9.52,23.81,16.67,16.67,16.67,16.67,9,10,8,8,6,[9-10],[9-10],[6-8],[6-8],[6-8],5,6,5,7,7,6,[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[9-10],[6-8],[0-5],0.32,5,?,4,6,8,[6-8],[7-10],0,1,0,[6-8]
female,29,'Asian/Pacific Islander/Asian-American',0,1,1,'International Affairs/Finance',3,8,8,4,6,3,[6-8],[0-5],[0-5],9.52,23.81,16.67,16.67,16.67,16.67,9,10,8,8,6,[9-10],[9-10],[6-8],[6-8],[6-8],6,5,6,7,7,7,[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[9-10],[6-8],[0-5],-0.03,5,?,4,7,8,[6-8],[7-10],0,1,0,[6-8]
female,29,'Asian/Pacific Islander/Asian-American',1,1,1,'International Affairs/Finance',3,9,7,5,6,6,[6-8],[0-5],[6-8],9.52,23.81,16.67,16.67,16.67,16.67,9,10,8,8,6,[9-10],[9-10],[6-8],[6-8],[6-8],6,5,6,7,7,7,[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[9-10],[6-8],[0-5],0.37,5,?,4,7,8,[6-8],[7-10],0,1,0,[6-8]
female,28,'Asian/Pacific Islander/Asian-American',0,10,1,MBA,10,10,10,7,10,6,[9-10],[6-8],[6-8],13.04,21.74,19.57,17.39,15.22,13.04,6,9,7,8,6,[6-8],[9-10],[6-8],[6-8],[6-8],7,7,8,6,7,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.48,7,?,4,6,3,[6-8],[0-4],0,1,1,[9-10]
female,28,'Asian/Pacific Islander/Asian-American',1,10,1,MBA,3,8,8,4,7,6,[6-8],[0-5],[6-8],13.04,21.74,19.57,17.39,15.22,13.04,6,9,7,8,6,[6-8],[9-10],[6-8],[6-8],[6-8],6,5,6,6,7,4,[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.16,7,?,4,6,2,[6-8],[0-4],0,0,0,[6-8]
female,28,'Asian/Pacific Islander/Asian-American',1,10,1,MBA,8,7,7,6,7,8,[6-8],[6-8],[6-8],13.04,21.74,19.57,17.39,15.22,13.04,6,9,7,8,6,[6-8],[9-10],[6-8],[6-8],[6-8],7,8,7,6,5,6,[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.5,7,?,4,7,5,[6-8],[5-6],0,1,1,[6-8]
female,28,'Asian/Pacific Islander/Asian-American',0,10,1,MBA,6,5,7,5,5,7,[6-8],[0-5],[6-8],13.04,21.74,19.57,17.39,15.22,13.04,6,9,7,8,6,[6-8],[9-10],[6-8],[6-8],[6-8],7,5,6,8,6,4,[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.43,7,?,4,4,2,[0-5],[0-4],0,0,0,[0-5]
female,28,'Asian/Pacific Islander/Asian-American',0,10,1,MBA,8,8,5,6,4,5,[0-5],[6-8],[0-5],13.04,21.74,19.57,17.39,15.22,13.04,6,9,7,8,6,[6-8],[9-10],[6-8],[6-8],[6-8],6,7,7,5,5,3,[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],-0.05,7,?,4,5,1,[0-5],[0-4],0,0,0,[0-5]
female,28,'Asian/Pacific Islander/Asian-American',0,10,1,MBA,7,8,7,7,8,7,[6-8],[6-8],[6-8],13.04,21.74,19.57,17.39,15.22,13.04,6,9,7,8,6,[6-8],[9-10],[6-8],[6-8],[6-8],8,6,7,8,7,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.32,7,?,4,5,5,[0-5],[5-6],0,1,1,[6-8]
female,28,'Asian/Pacific Islander/Asian-American',0,10,1,MBA,7,8,9,3,9,3,[9-10],[0-5],[0-5],13.04,21.74,19.57,17.39,15.22,13.04,6,9,7,8,6,[6-8],[9-10],[6-8],[6-8],[6-8],8,7,9,6,7,7,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],-0.47,7,?,4,7,4,[6-8],[0-4],0,1,0,[9-10]
female,28,'Asian/Pacific Islander/Asian-American',1,10,1,MBA,6,9,9,3,9,6,[9-10],[0-5],[6-8],13.04,21.74,19.57,17.39,15.22,13.04,6,9,7,8,6,[6-8],[9-10],[6-8],[6-8],[6-8],7,8,8,6,7,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],0.4,7,?,4,7,5,[6-8],[5-6],0,1,0,[9-10]
female,22,European/Caucasian-American,1,8,3,'international affairs/international finance',8,10,10,10,10,10,[9-10],[9-10],[9-10],15.09,16.98,16.98,16.98,18.87,15.09,9,9,8,9,9,[9-10],[9-10],[6-8],[9-10],[9-10],5,7,7,5,6,5,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],5,9,6,8,6,4,2,3,7,9,7,6,7,3,4,5,1,[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],0.07,6,?,2,6,5,[6-8],[5-6],0,1,0,[9-10]
female,22,European/Caucasian-American,0,8,3,'international affairs/international finance',2,9,9,8,9,5,[9-10],[6-8],[0-5],15.09,16.98,16.98,16.98,18.87,15.09,9,9,8,9,9,[9-10],[9-10],[6-8],[9-10],[9-10],2,3,3,3,5,2,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],5,9,6,8,6,4,2,3,7,9,7,6,7,3,4,5,1,[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],0.31,6,?,2,2,2,[0-5],[0-4],0,0,0,[9-10]
female,22,European/Caucasian-American,0,8,3,'international affairs/international finance',5,5,7,8,5,2,[6-8],[6-8],[0-5],15.09,16.98,16.98,16.98,18.87,15.09,9,9,8,9,9,[9-10],[9-10],[6-8],[9-10],[9-10],2,6,7,2,4,2,[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],5,9,6,8,6,4,2,3,7,9,7,6,7,3,4,5,1,[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],-0.06,6,?,2,3,5,[0-5],[5-6],0,0,0,[0-5]
female,22,European/Caucasian-American,1,8,3,'international affairs/international finance',3,4,5,5,5,5,[0-5],[0-5],[0-5],15.09,16.98,16.98,16.98,18.87,15.09,9,9,8,9,9,[9-10],[9-10],[6-8],[9-10],[9-10],1,6,6,3,4,2,[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],5,9,6,8,6,4,2,3,7,9,7,6,7,3,4,5,1,[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],-0.13,6,?,2,3,5,[0-5],[5-6],0,0,0,[0-5]
female,22,European/Caucasian-American,0,8,3,'international affairs/international finance',5,6,6,5,9,5,[6-8],[0-5],[0-5],15.09,16.98,16.98,16.98,18.87,15.09,9,9,8,9,9,[9-10],[9-10],[6-8],[9-10],[9-10],4,6,6,3,5,4,[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],5,9,6,8,6,4,2,3,7,9,7,6,7,3,4,5,1,[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],0.05,6,?,2,5,4,[0-5],[0-4],0,0,0,[9-10]
female,22,European/Caucasian-American,1,8,3,'international affairs/international finance',5,7,7,6,6,6,[6-8],[6-8],[6-8],15.09,16.98,16.98,16.98,18.87,15.09,9,9,8,9,9,[9-10],[9-10],[6-8],[9-10],[9-10],7,7,7,6,8,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],5,9,6,8,6,4,2,3,7,9,7,6,7,3,4,5,1,[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],0.14,6,?,2,7,6,[6-8],[5-6],0,1,0,[6-8]
female,22,European/Caucasian-American,1,8,3,'international affairs/international finance',6,8,6,7,9,4,[6-8],[6-8],[0-5],15.09,16.98,16.98,16.98,18.87,15.09,9,9,8,9,9,[9-10],[9-10],[6-8],[9-10],[9-10],7,7,8,8,8,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],5,9,6,8,6,4,2,3,7,9,7,6,7,3,4,5,1,[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],0.07,6,?,2,7,6,[6-8],[5-6],0,1,0,[9-10]
female,22,European/Caucasian-American,0,8,3,'international affairs/international finance',6,8,8,6,8,7,[6-8],[6-8],[6-8],15.09,16.98,16.98,16.98,18.87,15.09,9,9,8,9,9,[9-10],[9-10],[6-8],[9-10],[9-10],5,7,7,6,7,5,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],5,9,6,8,6,4,2,3,7,9,7,6,7,3,4,5,1,[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],0.58,6,?,2,6,5,[6-8],[5-6],0,0,0,[6-8]
female,35,'Asian/Pacific Islander/Asian-American',0,5,5,'Health policy',5,8,7,7,5,5,[6-8],[6-8],[0-5],15.22,17.39,17.39,17.39,15.22,17.39,9,9,7,8,7,[9-10],[9-10],[6-8],[6-8],[6-8],8,7,7,7,7,?,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],3,4,7,9,8,8,8,2,9,8,8,8,8,8,9,6,8,[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],0.51,5,?,4,7,7,[6-8],[7-10],0,1,0,[0-5]
female,30,'Latino/Hispanic American',0,5,1,'English and Comp Lit',10,10,10,10,10,5,[9-10],[9-10],[0-5],19.15,21.28,17.02,17.02,12.77,12.77,8,10,6,8,10,[6-8],[9-10],[6-8],[6-8],[9-10],3,7,6,4,6,7,[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],5,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9,[0-5],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],0.38,2,?,1,2,5,[0-5],[5-6],0,0,0,[9-10]
female,30,'Latino/Hispanic American',0,5,1,'English and Comp Lit',8,8,9,9,9,10,[9-10],[9-10],[9-10],19.15,21.28,17.02,17.02,12.77,12.77,8,10,6,8,10,[6-8],[9-10],[6-8],[6-8],[9-10],4,6,6,5,6,6,[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],5,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9,[0-5],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],0.41,2,?,1,2,5,[0-5],[5-6],0,0,0,[9-10]
female,30,'Latino/Hispanic American',0,5,1,'English and Comp Lit',7,7,7,8,7,6,[6-8],[6-8],[6-8],19.15,21.28,17.02,17.02,12.77,12.77,8,10,6,8,10,[6-8],[9-10],[6-8],[6-8],[9-10],4,8,7,6,6,7,[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],5,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9,[0-5],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],0.36,2,?,1,3,5,[0-5],[5-6],0,0,0,[6-8]
female,30,'Latino/Hispanic American',0,5,1,'English and Comp Lit',7,6,6,6,5,6,[6-8],[6-8],[6-8],19.15,21.28,17.02,17.02,12.77,12.77,8,10,6,8,10,[6-8],[9-10],[6-8],[6-8],[9-10],4,8,7,6,7,6,[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],5,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9,[0-5],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],0.46,2,?,1,3,5,[0-5],[5-6],0,0,0,[0-5]
female,30,'Latino/Hispanic American',0,5,1,'English and Comp Lit',7,8,8,8,8,7,[6-8],[6-8],[6-8],19.15,21.28,17.02,17.02,12.77,12.77,8,10,6,8,10,[6-8],[9-10],[6-8],[6-8],[9-10],4,8,7,5,7,7,[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],5,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9,[0-5],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],0.13,2,?,1,5,5,[0-5],[5-6],0,0,0,[6-8]
female,30,'Latino/Hispanic American',0,5,1,'English and Comp Lit',10,8,10,9,9,5,[9-10],[9-10],[0-5],19.15,21.28,17.02,17.02,12.77,12.77,8,10,6,8,10,[6-8],[9-10],[6-8],[6-8],[9-10],7,6,7,7,7,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],5,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9,[0-5],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],0.22,2,?,1,7,7,[6-8],[7-10],0,1,1,[9-10]
female,30,'Latino/Hispanic American',0,5,1,'English and Comp Lit',8,8,9,8,8,6,[9-10],[6-8],[6-8],19.15,21.28,17.02,17.02,12.77,12.77,8,10,6,8,10,[6-8],[9-10],[6-8],[6-8],[9-10],4,7,6,4,6,5,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],5,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9,[0-5],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],0.45,2,?,1,4,5,[0-5],[5-6],0,0,0,[6-8]
